00:0c:40	Altech Controls
00:0c:41	Cisco-Linksys
00:0c:42	Routerboard.com
00:0c:43	Ralink Technology, Corp.
00:0c:44	Automated Interfaces, Inc.
00:0c:45	Animation Technologies Inc.
00:0c:46	Allied Telesyn Inc.
00:0c:47	SK Teletech(R&D Planning Team)
00:0c:48	QoStek Corporation
00:0c:49	Dangaard Telecom RTC Division A/S
00:0c:4a	Cygnus Microsystems (P) Limited
00:0c:4b	Cheops Elektronik
00:0c:4c	Arcor AG&Co.
00:0c:4d	Curtiss-Wright Controls Avionics & Electronics
00:0c:4e	Winbest Technology CO,LT
00:0c:4f	UDTech Japan Corporation
00:0c:50	Seagate Technology
00:0c:51	Scientific Technologies Inc.
00:0c:52	Roll Systems Inc.
00:0c:53	PRIVATE
00:0c:54	Pedestal Networks, Inc
00:0c:55	Microlink Communications Inc.
00:0c:56	Megatel Computer (1986) Corp.
00:0c:57	MACKIE Engineering Services Belgium BVBA
00:0c:58	M&S Systems
00:0c:59	Indyme Electronics, Inc.
00:0c:5a	IBSmm Embedded Electronics Consulting
00:0c:5b	HANWANG TECHNOLOGY CO.,LTD
00:0c:5c	GTN Systems B.V.
00:0c:5d	CHIC TECHNOLOGY (CHINA) CORP.
00:0c:5e	Calypso Medical
00:0c:5f	Avtec, Inc.
00:0c:60	ACM Systems
00:0c:61	AC Tech corporation DBA Advanced Digital
00:0c:62	ABB AB, Cewe-Control
00:0c:63	Zenith Electronics Corporation
00:0c:64	X2 MSA Group
00:0c:65	Sunin Telecom
00:0c:66	Pronto Networks Inc
00:0c:67	OYO ELECTRIC CO.,LTD
00:0c:68	SigmaTel, Inc.
00:0c:69	National Radio Astronomy Observatory
00:0c:6a	MBARI
00:0c:6b	Kurz Industrie-Elektronik GmbH
00:0c:6c	Elgato Systems LLC
00:0c:6d	Edwards Ltd.
00:0c:6e	ASUSTEK COMPUTER INC.
00:0c:6f	Amtek system co.,LTD.
00:0c:70	ACC GmbH
00:0c:71	Wybron, Inc
00:0c:72	Tempearl Industrial Co., Ltd.
00:0c:73	TELSON ELECTRONICS CO., LTD
00:0c:74	RIVERTEC CORPORATION
00:0c:75	Oriental integrated electronics. LTD
00:0c:76	MICRO-STAR INTERNATIONAL CO., LTD.
00:0c:77	Life Racing Ltd
00:0c:78	In-Tech Electronics Limited
00:0c:79	Extel Communications P/L
00:0c:7a	DaTARIUS Technologies GmbH
00:0c:7b	ALPHA PROJECT Co.,Ltd.
00:0c:7c	Internet Information Image Inc.
00:0c:7d	TEIKOKU ELECTRIC MFG. CO., LTD
00:0c:7e	Tellium Incorporated
00:0c:7f	synertronixx GmbH
00:0c:80	Opelcomm Inc.
00:0c:81	Schneider Electric (Australia)
00:0c:82	NETWORK TECHNOLOGIES INC
00:0c:83	Logical Solutions
00:0c:84	Eazix, Inc.
00:0c:85	CISCO SYSTEMS, INC.
00:0c:86	CISCO SYSTEMS, INC.
00:0c:87	AMD
00:0c:88	Apache Micro Peripherals, Inc.
00:0c:89	AC Electric Vehicles, Ltd.
00:0c:8a	Bose Corporation
00:0c:8b	Connect Tech Inc
00:0c:8c	KODICOM CO.,LTD.
00:0c:8d	MATRIX VISION GmbH
00:0c:8e	Mentor Engineering Inc
00:0c:8f	Nergal s.r.l.
00:0c:90	Octasic Inc.
00:0c:91	Riverhead Networks Inc.
00:0c:92	WolfVision Gmbh
00:0c:93	Xeline Co., Ltd.
00:0c:94	United Electronic Industries, Inc. (EUI)
00:0c:95	PrimeNet
00:0c:96	OQO, Inc.
00:0c:97	NV ADB TTV Technologies SA
00:0c:98	LETEK Communications Inc.
00:0c:99	HITEL LINK Co.,Ltd
00:0c:9a	Hitech Electronics Corp.
00:0c:9b	EE Solutions, Inc
00:0c:9c	Chongho information & communications
00:0c:9d	UbeeAirWalk, Inc.
00:0c:9e	MemoryLink Corp.
00:0c:9f	NKE Corporation
00:0c:a0	StorCase Technology, Inc.
00:0c:a1	SIGMACOM Co., LTD.
00:0c:a2	Harmonic Video Network
00:0c:a3	Rancho Technology, Inc.
00:0c:a4	Prompttec Product Management GmbH
00:0c:a5	Naman NZ LTd
00:0c:a6	Mintera Corporation
00:0c:a7	Metro (Suzhou) Technologies Co., Ltd.
00:0c:a8	Garuda Networks Corporation
00:0c:a9	Ebtron Inc.
00:0c:aa	Cubic Transportation Systems Inc
00:0c:ab	COMMEND International
00:0c:ac	Citizen Watch Co., Ltd.
00:0c:ad	BTU International
00:0c:ae	Ailocom Oy
00:0c:af	TRI TERM CO.,LTD.
00:0c:b0	Star Semiconductor Corporation
00:0c:b1	Salland Engineering (Europe) BV
00:0c:b2	Comstar Co., Ltd.
00:0c:b3	ROUND Co.,Ltd.
00:0c:b4	AutoCell Laboratories, Inc.
00:0c:b5	Premier Technolgies, Inc
00:0c:b6	NANJING SEU MOBILE & INTERNET TECHNOLOGY CO.,LTD
00:0c:b7	Nanjing Huazhuo Electronics Co., Ltd.
00:0c:b8	MEDION AG
00:0c:b9	LEA
00:0c:ba	Jamex, Inc.
00:0c:bb	ISKRAEMECO
00:0c:bc	Iscutum
00:0c:bd	Interface Masters, Inc
00:0c:be	Innominate Security Technologies AG
00:0c:bf	Holy Stone Ent. Co., Ltd.
00:0c:c0	Genera Oy
00:0c:c1	Cooper Industries Inc.
00:0c:c2	ControlNet (India) Private Limited
00:0c:c3	BeWAN systems
00:0c:c4	Tiptel AG
00:0c:c5	Nextlink Co., Ltd.
00:0c:c6	Ka-Ro electronics GmbH
00:0c:c7	Intelligent Computer Solutions Inc.
00:0c:c8	Xytronix Research & Design, Inc.
00:0c:c9	ILWOO DATA & TECHNOLOGY CO.,LTD
00:0c:ca	HGST a Western Digital Company
00:0c:cb	Design Combus Ltd
00:0c:cc	Aeroscout Ltd.
00:0c:cd	IEC - TC57
00:0c:ce	CISCO SYSTEMS, INC.
00:0c:cf	CISCO SYSTEMS, INC.
00:0c:d0	Symetrix
00:0c:d1	SFOM Technology Corp.
00:0c:d2	Schaffner EMV AG
00:0c:d3	Prettl Elektronik Radeberg GmbH
00:0c:d4	Positron Public Safety Systems inc.
00:0c:d5	Passave Inc.
00:0c:d6	PARTNER TECH
00:0c:d7	Nallatech Ltd
00:0c:d8	M. K. Juchheim GmbH & Co
00:0c:d9	Itcare Co., Ltd
00:0c:da	FreeHand Systems, Inc.
00:0c:db	Brocade Communications Systems, Inc
00:0c:dc	BECS Technology, Inc
00:0c:dd	AOS Technologies AG
00:0c:de	ABB STOTZ-KONTAKT GmbH
00:0c:df	PULNiX America, Inc
00:0c:e0	Trek Diagnostics Inc.
00:0c:e1	The Open Group
00:0c:e2	Rolls-Royce
00:0c:e3	Option International N.V.
00:0c:e4	NeuroCom International, Inc.
00:0c:e5	ARRIS Group, Inc.
00:0c:e6	Meru Networks Inc
00:0c:e7	MediaTek Inc.
00:0c:e8	GuangZhou AnJuBao Co., Ltd
00:0c:e9	BLOOMBERG L.P.
00:0c:ea	aphona Kommunikationssysteme
00:0c:eb	CNMP Networks, Inc.
00:0c:ec	Spectracom Corp.
00:0c:ed	Real Digital Media
00:0c:ee	jp-embedded
00:0c:ef	Open Networks Engineering Ltd
00:0c:f0	M & N GmbH
00:0c:f1	Intel Corporation
00:0c:f2	GAMESA Eólica
00:0c:f3	CALL IMAGE SA
00:0c:f4	AKATSUKI ELECTRIC MFG.CO.,LTD.
00:0c:f5	InfoExpress
00:0c:f6	Sitecom Europe BV
00:0c:f7	Nortel Networks
00:0c:f8	Nortel Networks
00:0c:f9	Xylem Water Solutions
00:0c:fa	Digital Systems Corp
00:0c:fb	Korea Network Systems
00:0c:fc	S2io Technologies Corp
00:0c:fd	Hyundai ImageQuest Co.,Ltd.
00:0c:fe	Grand Electronic Co., Ltd
00:0c:ff	MRO-TEK LIMITED
00:0d:00	Seaway Networks Inc.
00:0d:01	P&E Microcomputer Systems, Inc.
00:0d:02	NEC AccessTechnica, Ltd.
00:0d:03	Matrics, Inc.
00:0d:04	Foxboro Eckardt Development GmbH
00:0d:05	cybernet manufacturing inc.
00:0d:06	Compulogic Limited
00:0d:07	Calrec Audio Ltd
00:0d:08	AboveCable, Inc.
00:0d:09	Yuehua(Zhuhai) Electronic CO. LTD
00:0d:0a	Projectiondesign as
00:0d:0b	Buffalo Inc.
00:0d:0c	MDI Security Systems
00:0d:0d	ITSupported, LLC
00:0d:0e	Inqnet Systems, Inc.
00:0d:0f	Finlux Ltd
00:0d:10	Embedtronics Oy
00:0d:11	DENTSPLY - Gendex
00:0d:12	AXELL Corporation
00:0d:13	Wilhelm Rutenbeck GmbH&Co.KG
00:0d:14	Vtech Innovation LP dba Advanced American Telephones
00:0d:15	Voipac s.r.o.
00:0d:16	UHS Systems Pty Ltd
00:0d:17	Turbo Networks Co.Ltd
00:0d:18	Mega-Trend Electronics CO., LTD.
00:0d:19	ROBE Show lighting
00:0d:1a	Mustek System Inc.
00:0d:1b	Kyoto Electronics Manufacturing Co., Ltd.
00:0d:1c	Amesys Defense
00:0d:1d	HIGH-TEK HARNESS ENT. CO., LTD.
00:0d:1e	Control Techniques
00:0d:1f	AV Digital
00:0d:20	ASAHIKASEI TECHNOSYSTEM CO.,LTD.
00:0d:21	WISCORE Inc.
00:0d:22	Unitronics LTD
00:0d:23	Smart Solution, Inc
00:0d:24	SENTEC E&E CO., LTD.
00:0d:25	SANDEN CORPORATION
00:0d:26	Primagraphics Limited
00:0d:27	MICROPLEX Printware AG
00:0d:28	CISCO SYSTEMS, INC.
00:0d:29	CISCO SYSTEMS, INC.
00:0d:2a	Scanmatic AS
00:0d:2b	Racal Instruments
00:0d:2c	Patapsco Designs Ltd
00:0d:2d	NCT Deutschland GmbH
00:0d:2e	Matsushita Avionics Systems Corporation
00:0d:2f	AIN Comm.Tech.Co., LTD
00:0d:30	IceFyre Semiconductor
00:0d:31	Compellent Technologies, Inc.
00:0d:32	DispenseSource, Inc.
00:0d:33	Prediwave Corp.
00:0d:34	Shell International Exploration and Production, Inc.
00:0d:35	PAC International Ltd
00:0d:36	Wu Han Routon Electronic Co., Ltd
00:0d:37	WIPLUG
00:0d:38	NISSIN INC.
00:0d:39	Network Electronics
00:0d:3a	Microsoft Corp.
00:0d:3b	Microelectronics Technology Inc.
00:0d:3c	i.Tech Dynamic Ltd
00:0d:3d	Hammerhead Systems, Inc.
00:0d:3e	APLUX Communications Ltd.
00:0d:3f	VTI Instruments Corporation
00:0d:40	Verint Loronix Video Solutions
00:0d:41	Siemens AG ICM MP UC RD IT KLF1
00:0d:42	Newbest Development Limited
00:0d:43	DRS Tactical Systems Inc.
00:0d:44	Audio BU - Logitech
00:0d:45	Tottori SANYO Electric Co., Ltd.
00:0d:46	Parker SSD Drives
00:0d:47	Collex
00:0d:48	AEWIN Technologies Co., Ltd.
00:0d:49	Triton Systems of Delaware, Inc.
00:0d:4a	Steag ETA-Optik
00:0d:4b	Roku, LLC
00:0d:4c	Outline Electronics Ltd.
00:0d:4d	Ninelanes
00:0d:4e	NDR Co.,LTD.
00:0d:4f	Kenwood Corporation
00:0d:50	Galazar Networks
00:0d:51	DIVR Systems, Inc.
00:0d:52	Comart system
00:0d:53	Beijing 5w Communication Corp.
00:0d:54	3Com Ltd
00:0d:55	SANYCOM Technology Co.,Ltd
00:0d:56	Dell ESG PCBA Test
00:0d:57	Fujitsu I-Network Systems Limited.
00:0d:58	PRIVATE
00:0d:59	Amity Systems, Inc.
00:0d:5a	Tiesse SpA
00:0d:5b	Smart Empire Investments Limited
00:0d:5c	Robert Bosch GmbH, VT-ATMO
00:0d:5d	Raritan Computer, Inc
00:0d:5e	NEC Personal Products
00:0d:5f	Minds Inc
00:0d:60	IBM Corp
00:0d:61	Giga-Byte Technology Co., Ltd.
00:0d:62	Funkwerk Dabendorf GmbH
00:0d:63	DENT Instruments, Inc.
00:0d:64	COMAG Handels AG
00:0d:65	CISCO SYSTEMS, INC.
00:0d:66	CISCO SYSTEMS, INC.
00:0d:67	Ericsson
00:0d:68	Vinci Systems, Inc.
00:0d:69	TMT&D Corporation
00:0d:6a	Redwood Technologies LTD
00:0d:6b	Mita-Teknik A/S
00:0d:6c	M-Audio
00:0d:6d	K-Tech Devices Corp.
00:0d:6e	K-Patents Oy
00:0d:6f	Ember Corporation
00:0d:70	Datamax Corporation
00:0d:71	boca systems
00:0d:72	2Wire, Inc
00:0d:73	Technical Support, Inc.
00:0d:74	Sand Network Systems, Inc.
00:0d:75	Kobian Pte Ltd - Taiwan Branch
00:0d:76	Hokuto Denshi Co,. Ltd.
00:0d:77	FalconStor Software
00:0d:78	Engineering & Security
00:0d:79	Dynamic Solutions Co,.Ltd.
00:0d:7a	DiGATTO Asia Pacific Pte Ltd
00:0d:7b	Consensys Computers Inc.
00:0d:7c	Codian Ltd
00:0d:7d	Afco Systems
00:0d:7e	Axiowave Networks, Inc.
00:0d:7f	MIDAS  COMMUNICATION TECHNOLOGIES PTE LTD ( Foreign Branch)
00:0d:80	Online Development Inc
00:0d:81	Pepperl+Fuchs GmbH
00:0d:82	PHS srl
00:0d:83	Sanmina-SCI Hungary  Ltd.
00:0d:84	Makus Inc.
00:0d:85	Tapwave, Inc.
00:0d:86	Huber + Suhner AG
00:0d:87	Elitegroup Computer System Co. (ECS)
00:0d:88	D-Link Corporation
00:0d:89	Bils Technology Inc
00:0d:8a	Winners Electronics Co., Ltd.
00:0d:8b	T&D Corporation
00:0d:8c	Shanghai Wedone Digital Ltd. CO.
00:0d:8d	Prosoft Technology, Inc
00:0d:8e	Koden Electronics Co., Ltd.
00:0d:8f	King Tsushin Kogyo Co., LTD.
00:0d:90	Factum Electronics AB
00:0d:91	Eclipse (HQ Espana) S.L.
00:0d:92	Arima Communication Corporation
00:0d:93	Apple
00:0d:94	AFAR Communications,Inc
00:0d:95	Opti-cell, Inc.
00:0d:96	Vtera Technology Inc.
00:0d:97	Tropos Networks, Inc.
00:0d:98	S.W.A.C. Schmitt-Walter Automation Consult GmbH
00:0d:99	Orbital Sciences Corp.; Launch Systems Group
00:0d:9a	INFOTEC LTD
00:0d:9b	Heraeus Electro-Nite International N.V.
00:0d:9c	Elan GmbH & Co KG
00:0d:9d	Hewlett-Packard Company
00:0d:9e	TOKUDEN OHIZUMI SEISAKUSYO Co.,Ltd.
00:0d:9f	RF Micro Devices
00:0d:a0	NEDAP N.V.
00:0d:a1	MIRAE ITS Co.,LTD.
00:0d:a2	Infrant Technologies, Inc.
00:0d:a3	Emerging Technologies Limited
00:0d:a4	DOSCH & AMAND SYSTEMS AG
00:0d:a5	Fabric7 Systems, Inc
00:0d:a6	Universal Switching Corporation
00:0d:a7	PRIVATE
00:0d:a8	Teletronics Technology Corporation
00:0d:a9	T.E.A.M. S.L.
00:0d:aa	S.A.Tehnology co.,Ltd.
00:0d:ab	Parker Hannifin GmbH Electromechanical Division Europe
00:0d:ac	Japan CBM Corporation
00:0d:ad	Dataprobe, Inc.
00:0d:ae	SAMSUNG HEAVY INDUSTRIES CO., LTD.
00:0d:af	Plexus Corp (UK) Ltd
00:0d:b0	Olym-tech Co.,Ltd.
00:0d:b1	Japan Network Service Co., Ltd.
00:0d:b2	Ammasso, Inc.
00:0d:b3	SDO Communication Corperation
00:0d:b4	NETASQ
00:0d:b5	GLOBALSAT TECHNOLOGY CORPORATION
00:0d:b6	Broadcom Corporation
00:0d:b7	SANKO ELECTRIC CO,.LTD
00:0d:b8	SCHILLER AG
00:0d:b9	PC Engines GmbH
00:0d:ba	Océ Document Technologies GmbH
00:0d:bb	Nippon Dentsu Co.,Ltd.
00:0d:bc	CISCO SYSTEMS, INC.
00:0d:bd	CISCO SYSTEMS, INC.
00:0d:be	Bel Fuse Europe Ltd.,UK
00:0d:bf	TekTone Sound & Signal Mfg., Inc.
00:0d:c0	Spagat AS
00:0d:c1	SafeWeb Inc
00:0d:c2	PRIVATE
00:0d:c3	First Communication, Inc.
00:0d:c4	Emcore Corporation
00:0d:c5	EchoStar Global B.V.
00:0d:c6	DigiRose Technology Co., Ltd.
00:0d:c7	COSMIC ENGINEERING INC.
00:0d:c8	AirMagnet, Inc
00:0d:c9	THALES Elektronik Systeme GmbH
00:0d:ca	Tait Electronics
00:0d:cb	Petcomkorea Co., Ltd.
00:0d:cc	NEOSMART Corp.
00:0d:cd	GROUPE TXCOM
00:0d:ce	Dynavac Technology Pte Ltd
00:0d:cf	Cidra Corp.
00:0d:d0	TetraTec Instruments GmbH
00:0d:d1	Stryker Corporation
00:0d:d2	Simrad Optronics ASA
00:0d:d3	SAMWOO Telecommunication Co.,Ltd.
00:0d:d4	Symantec Corporation
00:0d:d5	O'RITE TECHNOLOGY CO.,LTD
00:0d:d6	ITI    LTD
00:0d:d7	Bright
00:0d:d8	BBN
00:0d:d9	Anton Paar GmbH
00:0d:da	ALLIED TELESIS K.K.
00:0d:db	AIRWAVE TECHNOLOGIES INC.
00:0d:dc	VAC
00:0d:dd	Profilo Telra Elektronik Sanayi ve Ticaret. A.?
00:0d:de	Joyteck Co., Ltd.
00:0d:df	Japan Image & Network Inc.
00:0d:e0	ICPDAS Co.,LTD
00:0d:e1	Control Products, Inc.
00:0d:e2	CMZ Sistemi Elettronici
00:0d:e3	AT Sweden AB
00:0d:e4	DIGINICS, Inc.
00:0d:e5	Samsung Thales
00:0d:e6	YOUNGBO ENGINEERING CO.,LTD
00:0d:e7	Snap-on OEM Group
00:0d:e8	Nasaco Electronics Pte. Ltd
00:0d:e9	Napatech Aps
00:0d:ea	Kingtel Telecommunication Corp.
00:0d:eb	CompXs Limited
00:0d:ec	CISCO SYSTEMS, INC.
00:0d:ed	CISCO SYSTEMS, INC.
00:0d:ee	Andrew RF Power Amplifier Group
00:0d:ef	Soc. Coop. Bilanciai
00:0d:f0	QCOM TECHNOLOGY INC.
00:0d:f1	IONIX INC.
00:0d:f2	PRIVATE
00:0d:f3	Asmax Solutions
00:0d:f4	Watertek Co.
00:0d:f5	Teletronics International Inc.
00:0d:f6	Technology Thesaurus Corp.
00:0d:f7	Space Dynamics Lab
00:0d:f8	ORGA Kartensysteme GmbH
00:0d:f9	NDS Limited
00:0d:fa	Micro Control Systems Ltd.
00:0d:fb	Komax AG
00:0d:fc	ITFOR Inc.
00:0d:fd	Huges Hi-Tech Inc.,
00:0d:fe	Hauppauge Computer Works, Inc.
00:0d:ff	CHENMING MOLD INDUSTRY CORP.
00:0e:00	Atrie
00:0e:01	ASIP Technologies Inc.
00:0e:02	Advantech AMT Inc.
00:0e:03	Emulex Corporation
00:0e:04	CMA/Microdialysis AB
00:0e:05	WIRELESS MATRIX CORP.
00:0e:06	Team Simoco Ltd
00:0e:07	Sony Ericsson Mobile Communications AB
00:0e:08	Cisco Linksys LLC
00:0e:09	Shenzhen Coship Software Co.,LTD.
00:0e:0a	SAKUMA DESIGN OFFICE
00:0e:0b	Netac Technology Co., Ltd.
00:0e:0c	Intel Corporation
00:0e:0d	Hesch Schröder GmbH
00:0e:0e	ESA elettronica S.P.A.
00:0e:0f	ERMME
00:0e:10	C-guys, Inc.
00:0e:11	BDT Büro und Datentechnik GmbH & Co.KG
00:0e:12	Adaptive Micro Systems Inc.
00:0e:13	Accu-Sort Systems inc.
00:0e:14	Visionary Solutions, Inc.
00:0e:15	Tadlys LTD
00:0e:16	SouthWing S.L.
00:0e:17	PRIVATE
00:0e:18	MyA Technology
00:0e:19	LogicaCMG Pty Ltd
00:0e:1a	JPS Communications
00:0e:1b	IAV GmbH
00:0e:1c	Hach Company
00:0e:1d	ARION Technology Inc.
00:0e:1e	QLogic Corporation
00:0e:1f	TCL Networks Equipment Co., Ltd.
00:0e:20	ACCESS Systems Americas, Inc.
00:0e:21	MTU Friedrichshafen GmbH
00:0e:22	PRIVATE
00:0e:23	Incipient, Inc.
00:0e:24	Huwell Technology Inc.
00:0e:25	Hannae Technology Co., Ltd
00:0e:26	Gincom Technology Corp.
00:0e:27	Crere Networks, Inc.
00:0e:28	Dynamic Ratings P/L
00:0e:29	Shester Communications Inc
00:0e:2a	PRIVATE
00:0e:2b	Safari Technologies
00:0e:2c	Netcodec co.
00:0e:2d	Hyundai Digital Technology Co.,Ltd.
00:0e:2e	Edimax Technology Co., Ltd.
00:0e:2f	Roche Diagnostics GmbH
00:0e:30	AERAS Networks, Inc.
00:0e:31	Olympus Soft Imaging Solutions GmbH
00:0e:32	Kontron Medical
00:0e:33	Shuko Electronics Co.,Ltd
00:0e:34	NexGen City, LP
00:0e:35	Intel Corp
00:0e:36	HEINESYS, Inc.
00:0e:37	Harms & Wende GmbH & Co.KG
00:0e:38	CISCO SYSTEMS, INC.
00:0e:39	CISCO SYSTEMS, INC.
00:0e:3a	Cirrus Logic
00:0e:3b	Hawking Technologies, Inc.
00:0e:3c	Transact Technologies Inc
00:0e:3d	Televic N.V.
00:0e:3e	Sun Optronics Inc
00:0e:3f	Soronti, Inc.
00:0e:40	Nortel Networks
00:0e:41	NIHON MECHATRONICS CO.,LTD.
00:0e:42	Motic Incoporation Ltd.
00:0e:43	G-Tek Electronics Sdn. Bhd.
00:0e:44	Digital 5, Inc.
00:0e:45	Beijing Newtry Electronic Technology Ltd
00:0e:46	Niigata Seimitsu Co.,Ltd.
00:0e:47	NCI System Co.,Ltd.
00:0e:48	Lipman TransAction Solutions
00:0e:49	Forsway Scandinavia AB
00:0e:4a	Changchun Huayu WEBPAD Co.,LTD
00:0e:4b	atrium c and i
00:0e:4c	Bermai Inc.
00:0e:4d	Numesa Inc.
00:0e:4e	Waveplus Technology Co., Ltd.
00:0e:4f	Trajet GmbH
00:0e:50	Thomson Telecom Belgium
00:0e:51	tecna elettronica srl
00:0e:52	Optium Corporation
00:0e:53	AV TECH CORPORATION
00:0e:54	AlphaCell Wireless Ltd.
00:0e:55	AUVITRAN
00:0e:56	4G Systems GmbH & Co. KG
00:0e:57	Iworld Networking, Inc.
00:0e:58	Sonos, Inc.
00:0e:59	SAGEM SA
00:0e:5a	TELEFIELD inc.
00:0e:5b	ParkerVision - Direct2Data
00:0e:5c	ARRIS Group, Inc.
00:0e:5d	Triple Play Technologies A/S
00:0e:5e	Raisecom Technology
00:0e:5f	activ-net GmbH & Co. KG
00:0e:60	360SUN Digital Broadband Corporation
00:0e:61	MICROTROL LIMITED
00:0e:62	Nortel Networks
00:0e:63	Lemke Diagnostics GmbH
00:0e:64	Elphel, Inc
00:0e:65	TransCore
00:0e:66	Hitachi Advanced Digital, Inc.
00:0e:67	Eltis Microelectronics Ltd.
00:0e:68	E-TOP Network Technology Inc.
00:0e:69	China Electric Power Research Institute
00:0e:6a	3Com Ltd
00:0e:6b	Janitza electronics GmbH
00:0e:6c	Device Drivers Limited
00:0e:6d	Murata Manufacturing Co., Ltd.
00:0e:6e	MAT S.A. (Mircrelec Advanced Technology)
00:0e:6f	IRIS Corporation Berhad
00:0e:70	in2 Networks
00:0e:71	Gemstar Technology Development Ltd.
00:0e:72	CTS electronics
00:0e:73	Tpack A/S
00:0e:74	Solar Telecom. Tech
00:0e:75	New York Air Brake Corp.
00:0e:76	GEMSOC INNOVISION INC.
00:0e:77	Decru, Inc.
00:0e:78	Amtelco
00:0e:79	Ample Communications Inc.
00:0e:7a	GemWon Communications Co., Ltd.
00:0e:7b	Toshiba
00:0e:7c	Televes S.A.
00:0e:7d	Electronics Line 3000 Ltd.
00:0e:7e	ionSign Oy
00:0e:7f	Hewlett-Packard Company
00:0e:80	Thomson Technology Inc
00:0e:81	Devicescape Software, Inc.
00:0e:82	Commtech Wireless
00:0e:83	CISCO SYSTEMS, INC.
00:0e:84	CISCO SYSTEMS, INC.
00:0e:85	Catalyst Enterprises, Inc.
00:0e:86	Alcatel North America
00:0e:87	adp Gauselmann GmbH
00:0e:88	VIDEOTRON CORP.
00:0e:89	CLEMATIC
00:0e:8a	Avara Technologies Pty. Ltd.
00:0e:8b	Astarte Technology Co, Ltd.
00:0e:8c	Siemens AG A&D ET
00:0e:8d	Systems in Progress Holding GmbH
00:0e:8e	SparkLAN Communications, Inc.
00:0e:8f	Sercomm Corp.
00:0e:90	PONICO CORP.
00:0e:91	Navico Auckland Ltd
00:0e:92	Open Telecom
00:0e:93	Milénio 3 Sistemas Electrónicos, Lda.
00:0e:94	Maas International BV
00:0e:95	Fujiya Denki Seisakusho Co.,Ltd.
00:0e:96	Cubic Defense Applications, Inc.
00:0e:97	Ultracker Technology CO., Inc
00:0e:98	HME Clear-Com LTD.
00:0e:99	Spectrum Digital, Inc
00:0e:9a	BOE TECHNOLOGY GROUP CO.,LTD
00:0e:9b	Ambit Microsystems Corporation
00:0e:9c	Benchmark Electronics
00:0e:9d	Tiscali UK Ltd
00:0e:9e	Topfield Co., Ltd
00:0e:9f	TEMIC SDS GmbH
00:0e:a0	NetKlass Technology Inc.
00:0e:a1	Formosa Teletek Corporation
00:0e:a2	McAfee, Inc
00:0e:a3	CNCR-IT CO.,LTD,HangZhou P.R.CHINA
00:0e:a4	Certance Inc.
00:0e:a5	BLIP Systems
00:0e:a6	ASUSTEK COMPUTER INC.
00:0e:a7	Endace Technology
00:0e:a8	United Technologists Europe Limited
00:0e:a9	Shanghai Xun Shi Communications Equipment Ltd. Co.
00:0e:aa	Scalent Systems, Inc.
00:0e:ab	Cray Inc
00:0e:ac	MINTRON ENTERPRISE CO., LTD.
00:0e:ad	Metanoia Technologies, Inc.
00:0e:ae	GAWELL TECHNOLOGIES CORP.
00:0e:af	CASTEL
00:0e:b0	Solutions Radio BV
00:0e:b1	Newcotech,Ltd
00:0e:b2	Micro-Research Finland Oy
00:0e:b3	Hewlett-Packard
00:0e:b4	GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY CO.LTD.
00:0e:b5	Ecastle Electronics Co., Ltd.
00:0e:b6	Riverbed Technology, Inc.
00:0e:b7	Knovative, Inc.
00:0e:b8	Iiga co.,Ltd
00:0e:b9	HASHIMOTO Electronics Industry Co.,Ltd.
00:0e:ba	HANMI SEMICONDUCTOR CO., LTD.
00:0e:bb	Everbee Networks
00:0e:bc	Paragon Fidelity GmbH
00:0e:bd	Burdick, a Quinton Compny
00:0e:be	B&B Electronics Manufacturing Co.
00:0e:bf	Remsdaq Limited
00:0e:c0	Nortel Networks
00:0e:c1	MYNAH Technologies
00:0e:c2	Lowrance Electronics, Inc.
00:0e:c3	Logic Controls, Inc.
00:0e:c4	Iskra Transmission d.d.
00:0e:c5	Digital Multitools Inc
00:0e:c6	ASIX ELECTRONICS CORP.
00:0e:c7	Motorola Korea
00:0e:c8	Zoran Corporation
00:0e:c9	YOKO Technology Corp.
00:0e:ca	WTSS Inc
00:0e:cb	VineSys Technology
00:0e:cc	Tableau, LLC
00:0e:cd	SKOV A/S
00:0e:ce	S.I.T.T.I. S.p.A.
00:0e:cf	PROFIBUS Nutzerorganisation e.V.
00:0e:d0	Privaris, Inc.
00:0e:d1	Osaka Micro Computer.
00:0e:d2	Filtronic plc
00:0e:d3	Epicenter, Inc.
00:0e:d4	CRESITT INDUSTRIE
00:0e:d5	COPAN Systems Inc.
00:0e:d6	CISCO SYSTEMS, INC.
00:0e:d7	CISCO SYSTEMS, INC.
00:0e:d8	Aktino, Inc.
00:0e:d9	Aksys, Ltd.
00:0e:da	C-TECH UNITED CORP.
00:0e:db	XiNCOM Corp.
00:0e:dc	Tellion INC.
00:0e:dd	SHURE INCORPORATED
00:0e:de	REMEC, Inc.
00:0e:df	PLX Technology
00:0e:e0	Mcharge
00:0e:e1	ExtremeSpeed Inc.
00:0e:e2	Custom Engineering S.p.A.
00:0e:e3	Chiyu Technology Co.,Ltd
00:0e:e4	BOE TECHNOLOGY GROUP CO.,LTD
00:0e:e5	bitWallet, Inc.
00:0e:e6	Adimos Systems LTD
00:0e:e7	AAC ELECTRONICS CORP.
00:0e:e8	zioncom
00:0e:e9	WayTech Development, Inc.
